state,date,unemp_rate,hp_unemp_rate,hf_unemp_rate,ln_EPU_Composite,ln_Employment,hp_ln_EPU_Composite,hp_ln_Employment,hf_ln_EPU_Composite,hf_ln_Employment
AZ,9/1/2009,10.3,2.252249987,3.338768518,5.170505415,1484.677683,0.34112825,-0.942046045,0.18282957,-5.695106983
AZ,10/1/2009,10.4,2.279786673,3.452197343,3.31783099,1484.364745,-1.517286081,-1.199678751,-1.680721983,-5.34638919
AZ,11/1/2009,10.5,2.310635176,3.592443485,5.797276704,1484.133134,0.956909254,-1.375967595,0.800530987,-6.537952881
AZ,12/1/2009,10.6,2.344944436,3.824201935,5.231631528,1484.00801,0.386507449,-1.446107323,0.226490755,-6.155166777
AZ,1/1/2010,10.6,2.282845562,3.286602923,5.454238649,1483.988481,0.60484853,-1.411333309,0.501002302,-5.19066767
AZ,2/1/2010,10.6,2.224451569,2.852511969,5.747686754,1484.025992,0.894515041,-1.320533197,0.861290192,-5.883429499
AZ,3/1/2010,10.6,2.169857858,2.535867912,4.381816238,1484.053587,-0.474663433,-1.240983908,-0.266730104,-5.812343011
AZ,4/1/2010,10.5,2.019142665,1.415155544,4.471393163,1484.040849,-0.387938541,-1.203412783,-0.25556502,-5.752998918
AZ,5/1/2010,10.4,1.872367486,1.106624959,4.707010633,1483.993867,-0.154731231,-1.202033575,-0.091499762,-5.557994196
AZ,6/1/2010,10.3,1.729578234,1.199209408,4.486606108,1483.901058,-0.377115098,-1.248720835,-0.395546726,-5.749927756
AZ,7/1/2010,10.2,1.590806377,0.98628494,5.106079162,1483.761574,0.24079957,-1.344604946,0.381920772,-5.494356514
AZ,8/1/2010,10.2,1.556070036,0.817222394,4.438293422,1483.604058,-0.428130553,-1.461318288,-0.491026223,-4.542557429
AZ,9/1/2010,10.1,1.425375058,0.258671934,5.698088629,1483.445896,0.830925463,-1.581736187,0.610896688,-3.20486073
AZ,10/1/2010,10.1,1.398715283,-0.012056225,5.548852052,1483.312969,0.681349381,-1.68022953,0.307443338,-1.266038136
AZ,11/1/2010,10,1.276073552,-0.364516663,3.773051333,1483.21569,-1.094403076,-1.74662475,-1.401524566,-0.226177283
AZ,12/1/2010,10,1.257421916,-0.940916422,4.714617509,1483.160137,-0.152418047,-1.775070821,-0.351675417,-0.122872884
AZ,1/1/2011,9.8,1.042722577,-1.715899833,4.930906787,1483.143991,0.064651943,-1.768100805,-0.304473898,0.741149907
AZ,2/1/2011,9.8,1.031928036,-1.561314548,4.140066055,1483.139537,-0.725053772,-1.753626603,-0.93515823,0.719521177
AZ,3/1/2011,9.7,0.924982748,-0.384753028,4.962664474,1483.122663,0.099025914,-1.755948187,-0.533943325,-1.034494277
AZ,4/1/2011,9.6,0.821823206,-0.070667533,5.367935076,1483.076298,0.506121574,-1.792307424,0.083658938,-0.489703174
AZ,5/1/2011,9.6,0.822378764,-0.510127744,4.335623862,1483.012583,-0.524024016,-1.850721847,-0.572028822,1.345256449
AZ,6/1/2011,9.6,0.826572438,-0.732332318,4.691345497,1482.968924,-0.165803319,-1.893931768,-0.497878193,0.701018611
AZ,7/1/2011,9.5,0.734320896,-0.901232071,5.305790523,1482.984482,0.451471121,-1.882904504,-0.072817232,1.395623033
AZ,8/1/2011,9.4,0.645534428,-0.003064729,5.05275392,1483.069667,0.201592478,-1.807347802,-0.277724235,1.803410683
AZ,9/1/2011,9.3,0.56011766,0.600485543,5.402973284,1483.216884,0.555293059,-1.674957421,0.103836842,0.721213179
AZ,10/1/2011,9.1,0.377970235,0.503723515,4.906921718,1483.404664,0.06303912,-1.507290081,0.340177126,0.858420332
AZ,11/1/2011,9,0.298987474,0.595127371,5.200005948,1483.591983,0.360226258,-1.345443098,0.001719554,-0.587608251
AZ,12/1/2011,8.8,0.123061784,0.198855237,4.016083985,1483.753909,-0.819299132,-1.214412915,-1.048163099,-0.591912167
AZ,1/1/2012,8.7,0.050083263,0.720262061,4.814869203,1483.894625,-0.015838072,-1.110068557,-0.589803047,-2.240603002
AZ,2/1/2012,8.6,-0.02005894,1.05986489,4.691345497,1484.022906,-0.134414743,-1.02367838,-0.678773692,-1.131431918
AZ,3/1/2012,8.6,0.012523937,1.140927368,4.460908168,1484.128402,-0.359641793,-0.96562591,-0.485590472,-0.041456622
AZ,4/1/2012,8.5,-0.052279189,1.314747616,4.652464852,1484.214588,-0.162618505,-0.932462874,-0.481676363,-1.217298839
AZ,5/1/2012,8.5,-0.014579497,1.824196659,5.080477787,1484.306642,0.271113224,-0.899032313,-0.03319468,-0.925730757
AZ,6/1/2012,8.4,-0.074487764,1.738293953,5.355573923,1484.420705,0.552177456,-0.84920344,0.663163959,0.991437863
AZ,7/1/2012,8.3,-0.132114652,1.645858807,5.429389488,1484.559558,0.632205443,-0.780200815,0.46506121,1.792122171
AZ,8/1/2012,8.2,-0.18757025,0.925031753,5.723416035,1484.711443,0.932679502,-0.703781016,1.108776407,1.108050504
AZ,9/1/2012,8.1,-0.240963629,1.061406979,4.984981908,1484.860643,0.200913858,-0.635654675,-0.246812027,1.867192758
AZ,10/1/2012,8.1,-0.192402409,1.186842529,5.344649655,1484.970698,0.567449748,-0.612266086,0.022421862,0.107823669
AZ,11/1/2012,8.1,-0.141992354,1.413600592,4.838604288,1485.019498,0.068449321,-0.655710228,-0.199126974,0.673722609
AZ,12/1/2012,8.1,-0.089837743,1.080651954,5.07706278,1485.001268,0.314102312,-0.771738908,0.044399225,0.176902975
AZ,1/1/2013,8.1,-0.036041756,1.492725132,5.248066371,1484.933043,0.492422188,-0.943288747,0.517102831,0.292281144
AZ,2/1/2013,8.1,0.019293115,1.164715013,5.101649958,1484.876692,0.353413655,-1.10845657,0.319755196,1.268002145
AZ,3/1/2013,8,-0.023935341,0.648228813,4.954131889,1484.891566,0.213361069,-1.207853078,-0.091925369,0.661206154
AZ,4/1/2013,8,0.034170517,1.117762539,4.173190677,1484.998958,-0.560093778,-1.220133679,-0.650770856,1.974772755
AZ,5/1/2013,7.9,-0.006491487,0.66016441,4.701544654,1485.160646,-0.024270919,-1.183462156,-0.176090089,0.678796127
AZ,6/1/2013,7.9,0.053976208,0.50628081,4.871378361,1485.330575,0.152980144,-1.143825548,-0.225047995,-0.215023246
AZ,7/1/2013,7.8,0.015471213,0.802399235,4.284616652,1485.485362,-0.426449592,-1.124529605,-0.818342557,-0.943907997
AZ,8/1/2013,7.8,0.077890722,1.546303276,4.914042672,1485.616882,0.210187981,-1.133612875,-0.164204168,-0.947155014
AZ,9/1/2013,7.7,0.04113181,1.304781927,5.094316237,1485.729991,0.397520932,-1.166125975,-0.208244666,-1.121138196
AZ,10/1/2013,7.6,0.005090952,1.507535228,5.227945223,1485.856961,0.538023768,-1.189690893,0.036048684,-1.668122647
AZ,11/1/2013,7.5,-0.030335697,0.994536988,3.640944776,1486.041119,-1.042324798,-1.160870714,-1.516410335,-0.743560551
AZ,12/1/2013,7.4,-0.065252017,1.22357884,5.186483164,1486.288113,0.509602911,-1.073894574,0.270439122,-1.23885754
AZ,1/1/2014,7.2,-0.199761659,1.120977417,4.739288494,1486.579882,0.06850246,-0.946692318,-0.274079199,-1.273399848
AZ,2/1/2014,7.1,-0.233967767,0.864746292,4.105566362,1486.888835,-0.559457031,-0.806717021,-0.717200477,-0.601169613
AZ,3/1/2014,7,-0.267971945,0.320513532,4.432338795,1487.18804,-0.227290542,-0.680754435,-0.280310804,0.958113781
AZ,4/1/2014,6.9,-0.301873991,0.377375301,4.915180077,1487.457227,0.260543525,-0.588921631,0.069500353,0.570895704
AZ,5/1/2014,6.9,-0.235771635,0.417316678,4.476449944,1487.714346,-0.173626031,-0.513110205,-0.436482966,-0.394757271
AZ,6/1/2014,6.8,-0.26976028,0.348734437,4.351017147,1487.995264,-0.294963403,-0.41729224,-0.746993585,-0.21365673
AZ,7/1/2014,6.7,-0.303933507,0.479923068,4.691852984,1488.30528,0.049471102,-0.296001633,-0.737163892,-0.383161556
AZ,8/1/2014,6.7,-0.238382817,0.181484574,3.753525743,1488.65125,-0.885783557,-0.142213566,-1.684003154,0.676753717
AZ,9/1/2014,6.7,-0.173197365,0.162347699,4.257359835,1489.020577,-0.37943268,0.031646953,-1.101240762,1.304445844
AZ,10/1/2014,6.6,-0.208464468,-0.579957378,4.785476129,1489.371502,0.150621725,0.183993895,-0.572316708,3.247594695
AZ,11/1/2014,6.5,-0.244270105,-0.832181861,4.221464466,1489.662125,-0.412050449,0.273100099,-1.053096349,3.359103966
AZ,12/1/2014,6.4,-0.280698648,-0.689429865,5.402471144,1489.900582,0.769675985,0.307272422,0.236963883,4.226322978
AZ,1/1/2015,6.4,-0.217832583,-0.288490757,4.543326165,1490.10653,-0.089386902,0.30633585,-0.619656804,4.714151971
AZ,2/1/2015,6.3,-0.255752231,-0.46242719,4.013601498,1490.287112,-0.619691011,0.277601065,-1.111841048,2.435628319
AZ,3/1/2015,6.2,-0.294536231,-0.282524763,4.496203398,1490.467401,-0.138353269,0.246306453,-0.638958375,2.154602381
AZ,4/1/2015,6.2,-0.234261249,-0.690295254,4.121856611,1490.664429,-0.514667326,0.229643482,-0.779840946,1.796371902
AZ,5/1/2015,6.1,-0.27500168,-0.818150047,4.243848032,1490.863984,-0.39536362,0.213563529,-0.610925198,3.681714389
AZ,6/1/2015,6.1,-0.216830109,-0.903299971,5.088807145,1491.040795,0.446173972,0.172952062,0.170707059,3.270075508
AZ,7/1/2015,6.1,-0.159817,-0.565959512,4.0423611,1491.188835,-0.604437708,0.101938849,-0.702166974,2.413041988
AZ,8/1/2015,6,-0.204031146,-0.498665332,4.009360547,1491.323912,-0.642361763,0.01648834,-0.904331173,2.549494363
AZ,9/1/2015,6,-0.149540102,-0.308343396,4.674246521,1491.48206,0.016833753,-0.047211198,-0.184139516,2.292127174
AZ,10/1/2015,5.9,-0.196409855,0.065669771,4.479823606,1491.706551,-0.184050706,-0.045733157,-0.670149349,2.041556993
AZ,11/1/2015,5.8,-0.244705232,-0.123304616,4.017386913,1491.998662,-0.653724292,0.022354357,-0.887185126,0.970402038
AZ,12/1/2015,5.8,-0.194489548,-0.175109648,4.558330434,1492.323091,-0.120795854,0.12190472,-0.388100556,1.52434172
AZ,1/1/2016,5.7,-0.24582423,0.096731774,4.707491909,1492.642849,0.01957455,0.216084248,-0.099888444,0.824992344
AZ,2/1/2016,5.6,-0.298769203,0.144483766,4.55467552,1492.934835,-0.142805763,0.281946249,-0.259865621,0.977254291
AZ,3/1/2016,5.6,-0.253382495,-0.305900156,4.046187922,1493.183866,-0.661627154,0.304459899,-0.781273938,1.259529464
AZ,4/1/2016,5.6,-0.20971983,-0.255099931,4.230994275,1493.392482,-0.487920379,0.286316052,-0.4235592,1.455261358
AZ,5/1/2016,5.5,-0.267834976,-0.824501561,5.125228834,1493.586118,0.394458009,0.253097148,0.378573196,0.258962419
AZ,6/1/2016,5.5,-0.227780083,-0.434746578,5.22696491,1493.786737,0.483594276,0.22691182,0.241276958,-0.383921552
AZ,7/1/2016,5.5,-0.189605234,0.030795586,5.021978384,1494.002026,0.265274215,0.215592031,0.282551223,0.965639514
AZ,8/1/2016,5.4,-0.253358755,-0.65410257,5.067940342,1494.222784,0.297175093,0.210077774,0.542101113,-0.607375965
AZ,9/1/2016,5.4,-0.219087509,-1.513188861,4.876182868,1494.434389,0.090633127,0.195887571,0.284406655,0.06679279
AZ,10/1/2016,5.4,-0.186836404,-1.132605982,5.134155264,1494.637704,0.333099459,0.174024101,0.339341794,1.019135686
AZ,11/1/2016,5.3,-0.256648658,-0.442423045,5.270532672,1494.856195,0.453250372,0.168089944,0.702793449,1.676528686
AZ,12/1/2016,5.3,-0.228566045,-0.184126652,4.647828158,1495.102742,-0.186402496,0.191100463,-0.361979316,0.711085325
AZ,1/1/2017,5.2,-0.302628361,-1.135302231,5.091145031,1495.378705,0.239239237,0.244551944,0.196255517,1.337639467
AZ,2/1/2017,5.2,-0.278873638,-1.32952779,5.579698392,1495.680104,0.709387183,0.324595993,0.773186655,2.884127804
AZ,3/1/2017,5.1,-0.357337574,-0.663088119,4.724212073,1495.982826,-0.165240157,0.407252035,-0.111577838,1.679003185
AZ,4/1/2017,5,-0.438053712,-0.867493144,5.053300772,1496.27457,0.143961104,0.480347122,0.483626777,2.522442929
AZ,5/1/2017,5,-0.42105284,-0.776498701,5.159673958,1496.544061,0.229690904,0.532732698,0.489973632,3.224041635
AZ,6/1/2017,4.9,-0.506362366,-1.237890316,5.267726346,1496.777419,0.316333314,0.55065047,0.482607995,3.671756909
AZ,7/1/2017,4.9,-0.49400645,-1.645670718,5.190246459,1496.979751,0.216664441,0.53932459,0.628233241,3.318476092
AZ,8/1/2017,4.8,-0.584005341,-1.1780686,4.928868612,1497.152754,-0.067696256,0.500566357,0.245673477,3.052146058
AZ,9/1/2017,4.8,-0.576375481,-1.136368366,4.493686518,1497.299912,-0.526671593,0.437967892,-0.192963377,2.085531661
AZ,10/1/2017,4.8,-0.571128803,-1.066377511,4.191454031,1497.443871,-0.853523722,0.374283291,-0.559383402,0.549476619
AZ,11/1/2017,4.9,-0.468272793,-0.730684647,4.650397774,1497.610874,-0.420037963,0.33585476,-0.046505021,1.702839724
AZ,12/1/2017,4.9,-0.46781053,-1.299078084,3.811979883,1497.836351,-1.284757535,0.358214141,-0.858221627,2.340906485
AZ,1/1/2018,4.9,-0.469741482,-1.192626309,5.407665999,1498.124241,0.283781087,0.445395547,0.747216731,2.055807964
AZ,2/1/2018,4.8,-0.574061504,-0.665613904,5.396201504,1498.464406,0.244331082,0.587355803,0.537458579,1.803087527
AZ,3/1/2018,4.8,-0.580762828,-0.951461144,4.289103865,1498.829884,-0.891584473,0.757222838,-0.499744016,2.337773354
AZ,4/1/2018,4.7,-0.689833258,-1.583447427,5.290008645,1499.172627,0.079673705,0.907035251,0.657709899,2.839157961
AZ,5/1/2018,4.7,-0.701256114,-1.147998897,5.037312018,1499.466881,-0.203487604,1.011118214,0.289003268,2.622264963
AZ,6/1/2018,4.7,-0.715009394,-1.080529491,5.234572291,1499.726965,-0.037500109,1.083864813,0.137895044,3.196781055
AZ,7/1/2018,4.7,-0.731065688,-1.438151858,5.089898313,1499.972392,-0.2142434,1.14485266,-0.129337879,3.053586932
AZ,8/1/2018,4.8,-0.649392065,-1.065294934,5.420412425,1500.230526,0.083416709,1.221502669,0.297536817,3.35337473
AZ,9/1/2018,4.8,-0.669949954,-1.218962206,4.926179703,1500.508876,-0.444441206,1.321372273,-0.127870306,3.659484217
AZ,10/1/2018,4.9,-0.592695776,-1.447201951,4.948615625,1500.790519,-0.456388809,1.427578492,-0.357370197,3.189784444
AZ,11/1/2018,5,-0.517580778,-0.889644478,5.868319967,1501.066953,0.428189961,1.531645891,0.551547813,2.238653717
AZ,12/1/2018,5,-0.544551639,-0.844685909,5.250792646,1501.332665,-0.225185171,1.628078952,0.212049266,2.581860863
AZ,1/1/2019,5,-0.573551039,-0.620096599,5.13353641,1501.587255,-0.378994954,1.716484887,0.084103321,2.847379482
AZ,2/1/2019,5,-0.60451746,-0.852265045,5.36156396,1501.833,-0.188208446,1.799132338,0.143660342,2.735391342
AZ,3/1/2019,5,-0.637384958,-0.787158943,5.665946227,1502.070651,0.07826645,1.876753832,0.467619358,3.521917528
AZ,4/1/2019,4.9,-0.772082923,-0.339537259,5.521158552,1502.314256,-0.105072308,1.963361212,0.275131961,2.490945468
AZ,5/1/2019,4.9,-0.808535827,-0.782714862,5.221249102,1502.56192,-0.44415454,2.057012595,0.144399157,3.161718999
AZ,6/1/2019,4.9,-0.846662186,-0.749871604,5.98610315,1502.808794,0.280927854,2.15279453,0.80533775,3.929752807
AZ,7/1/2019,4.9,-0.886374277,-0.92656267,5.296647723,1503.055386,-0.44887185,2.251136221,-0.034769524,3.852068138
AZ,8/1/2019,4.8,-1.027577843,-0.65676389,6.093312852,1503.3088,0.306900463,2.359045086,0.924352669,5.076130597
AZ,9/1/2019,4.8,-1.070171789,-0.774909885,4.815278263,1503.589053,-1.012547932,2.496424381,-0.123204616,4.929523963
AZ,10/1/2019,4.7,-1.214047089,-1.334583747,5.816164492,1503.872966,-0.053571322,2.639964236,1.037021163,4.448402613
AZ,11/1/2019,4.7,-1.259086462,-2.10633053,5.394786329,1504.092788,-0.517321921,2.721761674,0.580313059,3.928150464
AZ,12/1/2019,4.7,-1.305163259,-1.947316713,4.489079081,1504.202547,-1.465831021,2.695674351,-0.062445835,2.227179333
CA,7/1/2001,5.4,-1.077097329,,5.097454375,1659.734243,-0.44117355,1.055712798,,
CA,8/1/2001,5.6,-0.861413837,,5.001532657,1659.618196,-0.519832057,0.87064903,,
CA,9/1/2001,5.9,-0.545722035,,6.271509922,1659.504398,0.767411823,0.687825711,,
CA,10/1/2001,6.1,-0.330006964,,6.347328788,1659.403389,0.860508123,0.517767434,,
CA,11/1/2001,6.3,-0.114249456,,5.778744698,1659.31709,0.309213781,0.362377128,,
CA,12/1/2001,6.5,0.101572204,,5.540557335,1659.258906,0.088323333,0.235034576,,
CA,1/1/2002,6.6,0.217480612,,5.390852974,1659.235378,-0.044084479,0.142253233,,
CA,2/1/2002,6.7,0.333497581,,5.254949791,1659.23638,-0.16269969,0.073878933,,
CA,3/1/2002,6.7,0.349643245,,5.265566411,1659.245771,-0.134811549,0.013740375,,
CA,4/1/2002,6.7,0.365935167,,5.114199978,1659.268444,-0.268929531,-0.033298878,,
CA,5/1/2002,6.8,0.482388208,,5.296679676,1659.306904,-0.069230028,-0.064765894,,
CA,6/1/2002,6.8,0.499014409,,5.370945376,1659.358738,0.022223327,-0.083102227,,
CA,7/1/2002,6.8,0.515822087,,5.202483495,1659.404202,-0.129086016,-0.108082692,,
CA,8/1/2002,6.7,0.432815711,,5.447564745,1659.432387,0.133109514,-0.150646491,,
CA,9/1/2002,6.8,0.549995766,,5.563913863,1659.432306,0.266532512,-0.221806807,,
CA,10/1/2002,6.8,0.567359401,,5.12684263,1659.388818,-0.153508414,-0.33673305,,
CA,11/1/2002,6.8,0.58489952,,5.510075348,1659.32406,0.246705812,-0.473313014,,
CA,12/1/2002,6.9,0.702604647,,5.583120373,1659.259416,0.336679504,-0.610186345,,
CA,1/1/2003,6.9,0.720458797,,5.742503063,1659.218405,0.51293207,-0.723852977,,
CA,2/1/2003,6.9,0.73844056,,5.711163104,1659.217565,0.498394654,-0.797789364,,
CA,3/1/2003,6.9,0.756522969,,5.598164222,1659.245235,0.40211848,-0.84366434,,
CA,4/1/2003,7,0.874673359,,5.122450513,1659.264854,-0.056968704,-0.898043493,,
CA,5/1/2003,7,0.892853227,,5.357898008,1659.247277,0.194989682,-0.990067541,,
CA,6/1/2003,7,0.911017321,,5.383236611,1659.20862,0.23670453,-1.103608569,,
CA,7/1/2003,7,0.9291135,,5.40619973,1659.179407,0.275888734,-1.208124843,,
CA,8/1/2003,7,0.947082593,,5.43056839,1659.188735,0.316300977,-1.274493631,,
CA,9/1/2003,6.9,0.864858261,,5.272388705,1659.262222,0.173962901,-1.277058681,,
CA,10/1/2003,6.8,0.782366856,,5.019454226,1659.398511,-0.063358853,-1.21713308,,
CA,11/1/2003,6.7,0.699528058,,4.79393937,1659.567824,-0.273518123,-1.12443841,,
CA,12/1/2003,6.6,0.616255509,,5.064531322,1659.735556,0.012144512,-1.033513473,,
CA,1/1/2004,6.6,0.632457454,,5.482041939,1659.873984,0.444415254,-0.972007599,,
CA,2/1/2004,6.5,0.548037383,,5.224826788,1659.979104,0.201623924,-0.943844076,,
CA,3/1/2004,6.5,0.562893906,,4.764563641,1660.078399,-0.244580885,-0.921449439,,
CA,4/1/2004,6.4,0.476921404,,4.811296034,1660.194092,-0.18418637,-0.882504274,,
CA,5/1/2004,6.4,0.490009915,,5.024743504,1660.334232,0.04249816,-0.818854691,,
CA,6/1/2004,6.3,0.402045796,-2.0261005,5.152128606,1660.497526,0.182667838,-0.731685118,0.145943752,-1.643249366
CA,7/1/2004,6.2,0.312911625,-1.686409481,4.594944431,1660.677861,-0.362212,-0.626991402,-0.391258425,-0.294050554
CA,8/1/2004,6.1,0.222486877,-0.64677024,4.865914524,1660.857105,-0.07944697,-0.522781261,-0.079180877,-0.416999954
CA,9/1/2004,6,0.130648611,-2.145322418,5.072808645,1661.012951,0.138706321,-0.441234957,0.102896405,0.152555139
CA,10/1/2004,5.9,0.037272171,-2.309650399,4.986430303,1661.138169,0.063025628,-0.389451621,-0.013564758,1.000068065
CA,11/1/2004,5.9,0.042231893,-1.858634542,4.797741831,1661.243921,-0.115553541,-0.356134556,-0.325387175,-0.613317663
CA,12/1/2004,5.8,-0.054598176,-2.352700945,4.459808924,1661.355867,-0.4439928,-0.31548487,-0.688757277,-0.182678357
CA,1/1/2005,5.8,-0.053344313,-1.906221269,4.613434046,1661.494981,-0.281516105,-0.246389431,-0.580688037,-0.890326589
CA,2/1/2005,5.7,-0.154132375,-2.099495162,4.754465153,1661.663037,-0.132298494,-0.14692951,-0.387355169,-1.008876742
CA,3/1/2005,5.6,-0.257087808,-2.064239001,4.722368873,1661.86206,-0.156894158,-0.014935915,-0.451658888,0.099447371
CA,4/1/2005,5.5,-0.362334867,-3.028306414,4.590459208,1662.091684,-0.282008897,0.14937087,-0.477330531,1.351224583
CA,5/1/2005,5.4,-0.469995823,-2.709454054,5.07748614,1662.340495,0.211088683,0.334722775,0.033757314,1.831272055
CA,6/1/2005,5.3,-0.580190155,-2.293886747,4.601826502,1662.570782,-0.259240999,0.503555141,-0.526677624,0.296781921
CA,7/1/2005,5.3,-0.59303371,-2.28552652,4.273178182,1662.746085,-0.583318098,0.61955003,-0.800555137,-0.020962059
CA,8/1/2005,5.3,-0.608637863,-2.364583195,5.240655308,1662.857167,0.387955473,0.673609073,0.148153497,-0.250982728
CA,9/1/2005,5.2,-0.72710941,-1.913281275,4.446724713,1662.913235,-0.402964994,0.675072148,-0.615640139,-0.839520198
CA,10/1/2005,5.2,-0.748550453,-1.419191668,4.366009492,1662.943656,-0.481470939,0.6534355,-0.620257528,-0.505439848
CA,11/1/2005,5.2,-0.773057481,-1.2330344,4.819218016,1662.974559,-0.026865417,0.634951782,-0.074482152,-0.111060299
CA,12/1/2005,5.1,-0.90072121,-1.323036119,4.395925151,1663.017469,-0.449581271,0.631263087,-0.646806237,-0.085324706
CA,1/1/2006,5,-1.031626388,-2.103251619,3.960849931,1663.085113,-0.88490697,0.655211591,-1.130196607,0.142244864
CA,2/1/2006,5,-1.065850817,-1.483440248,4.204047187,1663.177987,-0.642791717,0.707400129,-0.85142437,-0.360652841
CA,3/1/2006,4.9,-1.203464334,-1.866652285,4.391106909,1663.277349,-0.457642729,0.769191753,-0.66834369,-1.406219385
CA,4/1/2006,4.9,-1.244528556,-1.388704078,5.144959464,1663.363117,0.293478117,0.820601839,0.100692405,-1.00011968
CA,5/1/2006,4.9,-1.289095812,-2.083816213,4.924930772,1663.437868,0.069908025,0.864299494,-0.12755441,-0.863749394
CA,6/1/2006,4.9,-1.337208829,-1.69479152,4.618801901,1663.511698,-0.240562917,0.910467052,-0.453926308,-1.003841205
CA,7/1/2006,4.9,-1.388900386,-1.267293919,4.72317645,1663.610586,-0.141322628,0.985161719,-0.323038027,-1.420020037
CA,8/1/2006,4.9,-1.444192946,-1.208568238,4.746444897,1663.749129,-0.123970293,1.103052084,-0.457853888,-1.135693034
CA,9/1/2006,4.9,-1.503098253,-1.126683971,4.534927856,1663.918763,-0.34217387,1.255640934,-0.614143061,-0.559688313
CA,10/1/2006,4.9,-1.565616908,-1.2283896,4.07027582,1664.10685,-0.814270481,1.430343296,-1.034167039,-0.540995469
CA,11/1/2006,4.9,-1.631737916,-1.768931645,4.319556639,1664.28724,-0.573177252,1.601058291,-0.801431247,-0.784231393
CA,12/1/2006,4.9,-1.7014382,-1.270027674,4.049623309,1664.42801,-0.85201988,1.735896056,-1.010354762,-1.397217606
CA,1/1/2007,4.9,-1.774682093,-1.696241559,4.775115809,1664.509279,-0.136132654,1.814999083,-0.387249564,-1.482958682
CA,2/1/2007,5,-1.751420798,-1.100641089,4.061065989,1664.54139,-0.860451422,1.848720679,-1.050784909,-1.126430165
CA,3/1/2007,5,-1.831591826,-1.026482769,4.774631115,1664.543296,-0.157785561,1.85600875,-0.423040605,-2.014459758
CA,4/1/2007,5.1,-1.815119175,-0.870978919,4.383082452,1664.542482,-0.560823813,1.864328774,-0.78518703,-2.572755623
CA,5/1/2007,5.1,-1.901912708,-0.841295575,4.90400093,1664.551122,-0.051944036,1.885822677,-0.326845793,-2.552041446
CA,6/1/2007,5.2,-1.891868283,-0.757561473,4.267429986,1664.574459,-0.701057254,1.925685689,-0.875956577,-0.892609761
CA,7/1/2007,5.3,-1.884867085,-1.128250333,4.094160812,1664.609704,-0.887326335,1.98106766,-0.988605185,0.025798086
CA,8/1/2007,5.4,-1.880775697,-1.363323585,4.866755609,1664.649636,-0.128137729,2.044669214,-0.453788458,-0.121878824
CA,9/1/2007,5.5,-1.879446163,-0.527259467,5.004866151,1664.695522,-0.003781465,2.117665411,-0.100794157,-0.026755678
CA,10/1/2007,5.7,-1.780716012,-0.671195993,4.723721193,1664.733058,-0.298969606,2.185644748,-0.493100206,-0.707914733
CA,11/1/2007,5.7,-1.884408271,-1.200317045,4.875901579,1664.756235,-0.161062093,2.24247376,-0.397647025,-0.485335137
CA,12/1/2007,5.8,-1.890332228,-0.600020585,5.241747121,1664.767335,0.190342408,2.290294275,0.025659382,-0.250796382
CA,1/1/2008,5.9,-1.89828263,0.011563869,5.755398547,1664.753078,0.689447386,2.315666312,0.675594605,-1.20100369
CA,2/1/2008,6,-1.908039639,-0.4643701,5.358412766,1664.707643,0.277871046,2.312593498,0.230442463,-1.242118471
CA,3/1/2008,6.2,-1.81936877,-0.031391892,5.240993557,1664.630156,0.145873142,2.280007897,-0.092098426,-0.742499716
CA,4/1/2008,6.4,-1.732020814,-0.186941799,5.097686431,1664.519397,-0.011946984,2.216477903,-0.120389619,-0.520583202
CA,5/1/2008,6.7,-1.545732524,-0.008463809,5.200970103,1664.387257,0.076942087,2.133663433,-0.058081635,-1.263930497
CA,6/1/2008,7,-1.36022729,0.215733818,5.53593711,1664.249211,0.39768569,2.046795833,0.192031049,-1.413772497
CA,7/1/2008,7.3,-1.175216573,0.505209921,5.274772345,1664.104556,0.122520922,1.954906184,0.080216892,-2.637941134
CA,8/1/2008,7.6,-0.99040134,0.721802991,5.22157249,1663.938003,0.0555936,1.842428846,-0.016824231,-2.553631995
CA,9/1/2008,8,-0.705473491,0.946628953,5.721221101,1663.719434,0.541835469,1.678950557,0.422053266,-2.27759349
CA,10/1/2008,8.4,-0.42011728,1.423626788,6.064022436,1663.423169,0.87159855,1.438484127,0.884176251,-2.987258262
CA,11/1/2008,8.8,-0.134011521,1.766205801,5.838993672,1663.039171,0.633943598,1.110671409,0.449608942,-2.647852469
CA,12/1/2008,9.3,0.253168214,2.276572284,5.880636054,1662.577842,0.663408712,0.705581449,0.671587405,-2.478203487
CA,1/1/2009,9.9,0.741747388,2.946425468,6.061157877,1662.068832,0.832234153,0.252523848,0.752869125,-2.596623676
CA,2/1/2009,10.4,1.13204951,2.612448246,5.997888867,1661.557247,0.757776489,-0.203740086,0.868290581,-3.63579306
CA,3/1/2009,10.8,1.424392367,3.415822274,5.742112727,1661.102057,0.491339848,-0.604591052,0.470752035,-3.917372623
CA,4/1/2009,11.2,1.719085008,3.379659308,5.356430744,1660.729222,0.095540089,-0.924413113,0.211651691,-4.811972411
CA,5/1/2009,11.4,1.816425495,4.058024916,5.688701256,1660.40478,0.418246337,-1.197512313,0.412476268,-4.566374448
CA,6/1/2009,11.7,2.016698622,3.715531103,5.748999182,1660.09361,0.469543559,-1.45934296,0.526084521,-5.224777315
