state,year,month,articles_all,articles_EPU_BBD,articles_EPU_Composite,articles_EPU_National,articles_EPU_State,ym,EPU_BBD,mean_frac_EPU_BBD,EPU_National,mean_frac_EPU_National,EPU_State,mean_frac_EPU_State,EPU_Composite,mean_frac_EPU_Composite
IL,2003,6,44320,21,30,13,19,2003.4166,71.528008,.00094591186,44.279243,.00080326345,64.71582,.00070373295,102.18288,.0012555667
IL,2003,7,44616,9,12,8,8,2003.5,30.451485,.00090616144,27.067987,.00064899982,27.067987,.00070303393,40.601978,.0011495686
IL,2003,8,45534,33,41,25,25,2003.5834,109.40439,.00087002356,82.882111,.00079921575,82.882111,.00071820663,135.92667,.0012454113
IL,2003,9,48487,40,48,26,27,2003.6666,124.53496,.0009859252,80.947723,.00077123329,84.061096,.00073647435,149.44196,.0012765202
IL,2003,10,51762,20,23,19,10,2003.75,58.327793,.0006917211,55.411404,.00053899852,29.163897,.00057529687,67.076965,.00093171909
IL,2003,11,47386,24,25,20,16,2003.8334,76.457092,.00067112094,63.714245,.00058660074,50.971397,.00053786027,79.642815,.00094604725
IL,2003,12,46563,17,26,17,16,2003.9166,55.114334,.00084665779,55.114334,.0007280212,51.872314,.00057898345,84.292511,.0010872751
IL,2004,1,42614,16,22,13,13,2004,56.679272,.0010144004,46.05191,.0008758895,46.05191,.00053847971,77.933998,.0012493216
IL,2004,2,44587,33,46,30,21,2004.0834,111.72807,.00087835127,101.57097,.00069175824,71.099678,.00055714353,155.74216,.0010590542
IL,2004,3,48925,24,38,19,23,2004.1666,74.052032,.00085271755,58.624531,.00074287353,70.966537,.00047813842,117.24906,.0010573249
IL,2004,4,48866,20,25,17,19,2004.25,61.784542,.00065794063,52.516857,.00053871708,58.695313,.00043895468,77.230667,.00079708098
IL,2004,5,46563,26,35,19,17,2004.3334,84.292511,.00085578248,61.598377,.00069537072,55.114334,.00051537936,113.4707,.001048975
IL,2004,6,42400,22,25,18,11,2004.4166,78.327347,.00079931132,64.086014,.00070186245,39.163673,.00048034717,89.008354,.0010043388
IL,2004,7,44154,19,24,20,9,2004.5,64.959122,.00072417769,68.378021,.0006856792,30.770109,.00041131306,82.053627,.00091356633
IL,2004,8,48762,13,18,12,7,2004.5834,40.245602,.00069980149,37.149788,.00069022959,21.67071,.00038064749,55.724686,.00089773681
IL,2004,9,51060,16,28,19,11,2004.6666,47.303772,.00074046088,56.173229,.00062079314,32.521343,.00041635803,82.781609,.00086039305
IL,2004,10,54909,28,43,32,17,2004.75,76.97879,.0010722458,87.975769,.00092837535,46.737125,.00055500685,118.21743,.0012362417
IL,2004,11,52000,23,38,22,21,2004.8334,66.769958,.00077703909,63.866913,.00083623052,60.963871,.00041238902,110.31558,.0010386856
IL,2004,12,52081,7,13,8,9,2004.9166,20.289684,.00048558612,23.188213,.00054889155,26.08674,.00039080766,37.680847,.00073096226
IL,2005,1,55659,16,33,17,22,2005,43.395149,.00073342025,46.107346,.00052455842,59.668327,.00051858748,89.502495,.00089144008
IL,2005,2,53335,23,28,19,13,2005.0834,65.098671,.00071608752,53.777164,.0004988396,36.794903,.00045924159,79.250557,.00083686906
IL,2005,3,61422,19,35,14,24,2005.1666,46.696705,.0005432507,34.4081,.00042652831,58.985313,.000435447,86.020248,.00066535024
IL,2005,4,56937,20,32,18,19,2005.25,53.026382,.00066158286,47.723747,.00051491888,50.375065,.00044464224,84.842216,.00078082719
IL,2005,5,57306,14,30,22,19,2005.3334,36.879459,.00073575496,57.953434,.00057592109,50.050697,.00044022713,79.027412,.0008845019
IL,2005,6,54306,25,32,24,15,2005.4166,69.49424,.00066137163,66.71447,.0005128184,41.696545,.00043406081,88.952629,.00079751998
IL,2005,7,52026,15,24,11,16,2005.5,43.523865,.00065029773,31.9175,.00055676961,46.425453,.00043838687,69.638184,.00081606995
IL,2005,8,54557,12,20,14,11,2005.5834,33.20377,.00058443652,38.737728,.00053629832,30.436787,.00045660447,55.339615,.00081174582
IL,2005,9,57511,12,20,12,8,2005.6666,31.498287,.00089035317,31.498287,.00076673669,20.998857,.00049461232,52.497143,.0010533569
IL,2005,10,56669,13,18,14,7,2005.75,34.630154,.0006693842,37.29401,.0005355702,18.647005,.00050556852,47.94944,.00086827128
IL,2005,11,59459,13,18,11,12,2005.8334,33.005199,.00057748752,27.927475,.0004374226,30.466337,.00043063835,45.699505,.00070064288
IL,2005,12,57306,19,28,15,15,2005.9166,50.050697,.00063524192,39.513706,.00055782311,39.513706,.00040103911,73.758919,.00079041661
IL,2006,1,59466,20,31,22,13,2006,50.771252,.00065513694,55.848377,.00047676658,33.001312,.00051980856,78.695442,.000818278
IL,2006,2,57328,15,22,14,17,2006.0834,39.498543,.00074218994,36.865307,.00055383064,44.765015,.00044724741,57.931194,.00081992213
IL,2006,3,64910,9,12,9,5,2006.1666,20.93088,.000569508,20.93088,.00045503804,11.628267,.00042313413,27.907841,.00069547549
IL,2006,4,55954,17,27,20,10,2006.25,45.864258,.00074802007,53.957951,.00058890926,26.978975,.00050766487,72.843239,.00090519391
IL,2006,5,61771,25,36,27,14,2006.3334,61.095886,.00075007841,65.983559,.00059961056,34.213699,.00050466775,87.978073,.00093266246
IL,2006,6,55579,17,20,18,6,2006.4166,46.173714,.00072574808,48.889812,.00062681193,16.296604,.00040357682,54.322014,.00086516573
IL,2006,7,54967,15,27,21,6,2006.5,41.195126,.0006954589,57.673176,.0006398983,16.47805,.00043998138,74.151222,.00087870786
IL,2006,8,60765,25,36,24,15,2006.5834,62.107368,.00078425842,59.623074,.00069231133,37.26442,.00042654018,89.434608,.00093971851
IL,2006,9,64452,17,22,17,8,2006.6666,39.817051,.00043074702,39.817051,.000426354,18.737438,.00036479451,51.527954,.00063866674
IL,2006,10,69409,15,20,11,11,2006.75,32.623615,.00059044966,23.923985,.0004509771,23.923985,.00047012296,43.498154,.00072244776
IL,2006,11,73919,32,34,28,13,2006.8334,65.350739,.000655515,57.181892,.0005757155,26.548737,.00042001239,69.435158,.00078821578
IL,2006,12,68334,10,12,7,7,2006.9166,22.091223,.00058137975,15.463856,.00046805522,15.463856,.00048035869,26.509468,.00070087216
IL,2007,1,68552,19,22,20,9,2007,41.839844,.00063127332,44.041943,.00049376802,19.818874,.00040684352,48.446136,.0007619739
IL,2007,2,68781,14,19,11,11,2007.0834,30.726715,.0004640657,24.14242,.0003487439,24.14242,.00031598963,41.700542,.00055166439
IL,2007,3,76387,25,39,18,23,2007.1666,49.405708,.00062217028,35.572113,.00042886962,45.453255,.00037527041,77.072906,.00069178612
IL,2007,4,74769,11,26,14,18,2007.25,22.208933,.00056117645,28.265917,.00044889963,36.341892,.00036278763,52.493843,.00067514856
IL,2007,5,78322,24,27,20,12,2007.3334,46.257702,.00056049897,38.548088,.00038080453,23.128851,.00039410611,52.039921,.00066240248
IL,2007,6,70310,22,27,23,7,2007.4166,47.234814,.00055156898,49.381847,.00044197089,15.029259,.0003582224,57.969997,.00065672101
IL,2007,7,68061,18,24,14,15,2007.5,39.923698,.00042829875,31.051765,.00039096817,33.269749,.00033251775,53.231602,.00059122633
IL,2007,8,74811,28,30,25,8,2007.5834,56.500095,.00078209158,50.44651,.00070950441,16.142883,.00031663635,60.535812,.0008811999
IL,2007,9,69046,25,28,24,6,2007.6666,54.65855,.00080101,52.472206,.00075883197,13.118052,.00040949328,61.217571,.00096170581
IL,2007,10,73619,32,38,34,8,2007.75,65.617043,.00070081756,69.718109,.00064820034,16.404261,.00041316525,77.920242,.00089019095
IL,2007,11,71286,26,33,20,18,2007.8334,55.05867,.00068980816,42.352821,.00061448989,38.117538,.00040703511,69.882156,.00089466904
IL,2007,12,65383,28,47,31,20,2007.9166,64.647209,.00096712093,71.5737,.00084453623,46.176579,.00056589732,108.51496,.0011863592
IL,2008,1,72562,72,89,65,43,2008,149.78899,.0014416566,135.22617,.0012192788,89.457306,.00075702235,185.15581,.0017302153
IL,2008,2,69637,52,75,43,42,2008.0834,112.72491,.0011393899,93.214828,.00087544241,91.047043,.00068763632,162.584,.0013289017
IL,2008,3,69659,42,58,42,23,2008.1666,91.018288,.0010439792,91.018288,.00080183387,49.843346,.00064057391,125.69193,.001263711
IL,2008,4,71675,18,49,31,22,2008.25,37.910664,.00093466596,65.290588,.00068928965,46.335255,.0005415568,103.20125,.0011016479
IL,2008,5,71250,19,37,14,24,2008.3334,40.255512,.00077928288,29.661955,.00058414735,50.849068,.00051936705,78.392311,.00094420864
IL,2008,6,64014,21,37,27,19,2008.4166,49.522312,.0008751626,63.671543,.0007523509,44.805901,.00046879132,87.253601,.001088667
IL,2008,7,71259,27,51,23,28,2008.5,57.197975,.00089891418,48.724201,.00079129421,59.316418,.00054288591,108.04061,.0011650547
IL,2008,8,73277,27,69,26,45,2008.5834,55.622776,.00087838108,53.562675,.00081205298,92.704636,.00060766848,142.14709,.0011942716
IL,2008,9,75973,96,120,100,61,2008.6666,190.75177,.0016312682,198.69975,.0015210537,121.20685,.00075809041,238.43971,.0019845907
IL,2008,10,77301,170,219,144,98,2008.75,331.98648,.002380593,281.2121,.0019905523,191.38045,.0014447586,427.67673,.0029597406
IL,2008,11,69110,118,156,111,68,2008.8334,257.74942,.0020587796,242.45921,.0018714356,148.53358,.0011859677,340.75348,.0025932593
IL,2008,12,71845,90,159,95,75,2008.9166,189.1048,.0015740943,199.61064,.0013443658,157.58734,.0011485178,334.08514,.002118859
IL,2009,1,73702,123,165,110,66,2009,251.93147,.0021984221,225.30458,.0016077184,135.18274,.0014729114,337.95685,.0026462965
IL,2009,2,69523,126,185,102,108,2009.0834,273.58902,.0022831736,221.47682,.0019102728,234.50487,.0014205563,401.69815,.0027585677
IL,2009,3,76252,75,119,65,81,2009.1666,148.47954,.0018465254,128.68227,.0013591871,160.35791,.0012263141,235.58754,.0022571227
IL,2009,4,77243,69,208,121,142,2009.25,134.84863,.0012522379,236.47371,.0010728453,277.51459,.00091248535,406.50024,.0017074295
IL,2009,5,82111,75,104,63,44,2009.3334,137.88484,.0011168441,115.82327,.00085127656,80.892441,.00076131325,191.20032,.001420309
IL,2009,6,68737,51,90,63,42,2009.4166,112.00469,.0011604229,138.35873,.00093154213,92.239151,.00076642819,197.65533,.0014982998
IL,2009,7,72509,89,98,42,65,2009.5,185.29115,.001083663,87.440773,.00084961206,135.32501,.00066339743,204.02847,.0013172176
IL,2009,8,70322,42,75,49,35,2009.5834,90.160156,.00090525782,105.18686,.00079918723,75.133469,.0005188706,161.00029,.0011325246
IL,2009,9,75462,31,26,18,14,2009.6666,62.014034,.00088562665,36.008148,.00067236973,28.006338,.00055302418,52.011768,.0010669515
IL,2009,10,76854,22,41,11,32,2009.75,43.212841,.00076792971,21.606421,.00063097797,62.855038,.00056486408,80.53302,.0010390312
IL,2009,11,70595,65,126,57,72,2009.8334,138.99399,.0012466421,121.88703,.00098399748,153.96257,.00065993599,269.43451,.0014691958
IL,2009,12,67342,60,70,49,25,2009.9166,134.49986,.0012703809,109.84155,.00099282095,56.041611,.00073209347,156.9165,.0014814842
IL,2010,1,75106,84,92,67,34,2010,168.83453,.0016074619,134.66563,.0011928451,68.337784,.00080285012,184.914,.0017395583
IL,2010,2,76234,94,121,42,82,2010.0834,186.13829,.0015258498,83.168175,.0010810834,162.37596,.00078425498,239.60355,.0016039317
IL,2010,3,84336,41,51,22,36,2010.1666,73.388405,.0010719881,39.379147,.00068337133,64.438599,.00064159062,91.288025,.0011555819
IL,2010,4,83958,32,67,39,52,2010.25,57.53664,.00085075625,70.12278,.00060790015,93.49704,.00061096053,120.46734,.0010549852
IL,2010,5,84271,30,54,19,42,2010.3334,53.740253,.0011233917,34.035496,.00079482369,75.236359,.00065579748,96.73246,.0012430485
IL,2010,6,72736,37,52,29,32,2010.4166,76.790756,.0011973616,60.187347,.00094740768,66.41362,.00058946846,107.92214,.001321294
IL,2010,7,67519,66,69,54,32,2010.5,147.56201,.0016294029,120.73255,.0013926371,71.545212,.00069947483,154.26936,.0018498157
IL,2010,8,61696,53,62,45,29,2010.5834,129.68074,.0016693554,110.10629,.0013131551,70.957382,.00073380012,151.702,.0017711014
IL,2010,9,60969,96,108,85,52,2010.6666,237.69429,.002131782,210.4585,.0017797287,128.75108,.00077047379,267.4061,.0022202944
IL,2010,10,71107,208,173,145,69,2010.75,441.57816,.0021879417,307.83093,.001647902,146.48506,.0011384643,367.27414,.0022629809
IL,2010,11,68109,57,72,55,28,2010.8334,126.33595,.0016731494,121.90311,.0013560808,62.059765,.00074435043,159.58224,.0017247051
IL,2010,12,71519,50,67,44,36,2010.9166,105.5371,.0015590037,92.872658,.0012671619,75.986717,.00065155147,141.41972,.0017165453
IL,2011,1,72879,79,84,52,46,2011,163.63692,.0014252582,107.71037,.00094662386,95.282257,.0007326873,173.99368,.0014177656
IL,2011,2,72727,61,84,52,52,2011.0834,126.61663,.0012937927,107.93549,.00093705667,107.93549,.00074087078,174.35733,.0014245658
IL,2011,3,85483,62,91,37,68,2011.1666,109.4885,.0015621454,65.33992,.0010681828,120.08417,.00085631182,160.70088,.0016917738
IL,2011,4,80086,37,73,41,47,2011.25,69.743179,.0011267505,77.282982,.00080730114,88.59269,.00074388023,137.60139,.001327113
IL,2011,5,75315,43,39,30,18,2011.3334,86.187363,.00094183424,60.130714,.00067313149,36.07843,.0005302527,78.16993,.0010405382
IL,2011,6,69527,52,65,45,36,2011.4166,112.90325,.0013102951,97.704742,.00097405218,78.163788,.00066882849,141.12907,.0014411736
IL,2011,7,66541,58,71,60,18,2011.5,131.58163,.0021125947,136.11893,.0016752833,40.835682,.0007355811,161.07407,.0021413465
IL,2011,8,72281,126,147,119,48,2011.5834,263.14978,.0025051921,248.53035,.0021635119,100.24753,.00090299064,307.00809,.0026901797
IL,2011,9,72701,102,110,86,36,2011.6666,211.79533,.0023668853,178.57253,.0020013747,74.751289,.0008413606,228.40672,.0024510922
IL,2011,10,75722,81,95,65,44,2011.75,161.4803,.0014593584,129.58296,.0011414503,87.717697,.0008735701,189.39047,.0016533909
IL,2011,11,72315,48,63,46,28,2011.8334,100.20039,.0015494392,96.025383,.0012755441,58.450233,.00074838055,131.51302,.0017387844
IL,2011,12,58842,59,67,58,25,2011.9166,151.36351,.0019254892,148.79803,.0016365927,64.137077,.00070656929,171.88737,.002017128
IL,2012,1,57642,63,67,45,34,2012,164.99017,.0015536789,117.85013,.0011038822,89.04232,.00098736887,175.46576,.00169463
IL,2012,2,57440,42,54,34,24,2012.0834,110.38027,.0012110971,89.355461,.00095457869,63.074444,.00066326372,141.9175,.001402943
IL,2012,3,57333,34,39,30,16,2012.1666,89.522217,.00097493955,78.990196,.0007473515,42.128105,.00050551386,102.68725,.0011003044
IL,2012,4,57372,51,60,44,30,2012.25,134.19205,.0010861417,115.77354,.00085121207,78.936501,.00059628184,157.873,.0012555076
IL,2012,5,62371,42,54,39,25,2012.3334,101.6537,.0013008515,94.392723,.0010305267,60.508152,.00066757016,130.69762,.0014374575
IL,2012,6,54844,51,54,43,24,2012.4166,140.37755,.0017757181,118.35754,.0015008358,66.06002,.00072449242,148.63506,.0019033839
IL,2012,7,52565,47,58,49,24,2012.5,134.97638,.001712302,140.72006,.001482708,68.92411,.00073306193,166.5666,.0018702956
IL,2012,8,58586,43,50,41,22,2012.5834,110.79782,.0016894932,105.64443,.0014377264,56.687256,.00069187355,128.83467,.0018363569
IL,2012,9,54520,43,56,38,31,2012.6666,119.06091,.0016466771,105.21662,.0014689998,85.83461,.0007044361,155.05608,.0018298263
IL,2012,10,58712,51,58,49,16,2012.75,131.12935,.0017711455,125.98702,.0016249119,41.138618,.00079775328,149.1275,.0020101217
IL,2012,11,53687,89,87,76,28,2012.8334,250.25195,.0022567608,213.6983,.0020102509,78.730949,.0007997147,244.62831,.0023666271
IL,2012,12,50213,63,65,55,21,2012.9166,189.40044,.0022127873,165.34958,.0019868433,63.133476,.00069918361,195.41316,.0023702253
IL,2013,1,54222,56,58,53,22,2013,155.90825,.0021389211,147.55602,.0017742103,61.249672,.00082655594,161.47639,.0022780856
IL,2013,2,49680,41,46,32,24,2013.0834,124.58302,.0016388996,97.235527,.0012902903,72.926643,.00071035605,139.77608,.0017356869
IL,2013,3,53718,50,66,36,37,2013.1666,140.50986,.0015677663,101.1671,.0012264887,103.97729,.00072849344,185.47301,.001695958
IL,2013,4,51649,22,46,18,33,2013.25,64.300949,.0010261501,52.609863,.00080780528,96.451416,.00057511689,134.44743,.0011822039
IL,2013,5,54853,25,31,24,21,2013.3334,68.801239,.00085108809,66.049187,.00063500059,57.793037,.00052679505,85.31353,.00096836156
IL,2013,6,47394,22,28,16,15,2013.4166,70.073837,.00097317685,50.962791,.00076522306,47.777615,.00053335866,89.184891,.0011100634
IL,2013,7,47381,26,37,29,14,2013.5,82.837265,.0011254274,92.395401,.00095886952,44.604679,.00054934341,117.8838,.0013060732
IL,2013,8,54080,24,30,24,11,2013.5834,66.993271,.0010158509,66.993271,.00086593349,30.705248,.00046056378,83.741585,.0011417445
IL,2013,9,47147,40,45,34,15,2013.6666,128.07446,.0013825078,108.86329,.0012792036,48.02792,.0005632423,144.08377,.001586598
IL,2013,10,52483,68,75,58,23,2013.75,195.59009,.0021611396,166.82684,.0020429508,66.155479,.00064569712,215.72437,.0023692711
IL,2013,11,47521,44,38,33,13,2013.8334,139.77313,.0010239037,104.82986,.00083770108,41.296608,.00053949421,120.71317,.0011685026
IL,2013,12,46186,23,29,18,12,2013.9166,75.17511,.0011068404,58.832699,.00093391165,39.221798,.00050848495,94.786011,.0012909553
IL,2014,1,52678,34,45,31,20,2014,97.433044,.0012224988,88.836006,.0009669959,57.313553,.00063178706,128.95549,.0013690382
IL,2014,2,59218,22,28,20,13,2014.0834,56.082264,.00099182292,50.983875,.00082227006,33.139523,.00053387519,71.377426,.0011826244
IL,2014,3,53164,30,51,25,35,2014.1666,85.184425,.00086434587,70.987022,.00072746701,99.381828,.00063563435,144.81352,.001103737
IL,2014,4,53931,20,31,17,16,2014.25,55.981964,.00082587177,47.584667,.00059888448,44.785568,.00047526078,86.772049,.00090720021
IL,2014,5,57679,17,35,22,23,2014.3334,44.492603,.00081310183,57.578663,.00064512121,60.195873,.00052183197,91.602417,.0009811701
IL,2014,6,53165,23,23,18,12,2014.4166,65.306831,.00077055034,51.109695,.00063966587,34.073128,.00049675372,65.306831,.00094648224
IL,2014,7,52271,31,36,29,11,2014.5,89.52771,.00093301228,83.751732,.00079607038,31.767899,.00055639027,103.96767,.0010833228
IL,2014,8,51473,17,25,15,13,2014.5834,49.856987,.00057136262,43.991459,.00055507646,38.125935,.00043871341,73.319099,.00076222682
IL,2014,9,53228,22,29,16,18,2014.6666,62.393471,.00065528776,45.377068,.00050268456,51.049202,.00057086709,82.245934,.00087927206
IL,2014,10,58144,43,44,36,11,2014.75,111.64008,.00081893738,93.466118,.0006296715,28.559092,.00063024438,114.23637,.00096997269
IL,2014,11,50575,19,32,17,19,2014.8334,56.711918,.00079117325,50.742241,.00065292802,56.711918,.0005124606,95.514801,.00094482314
IL,2014,12,49996,29,41,20,24,2014.9166,87.562737,.00096054206,60.388096,.00077332754,72.465714,.00059035927,123.7956,.0011229772
IL,2015,1,52209,19,28,18,16,2015,54.936985,.0010791318,52.045563,.00074440509,46.262726,.00061379105,80.95977,.0011515013
IL,2015,2,65757,39,59,38,16,2015.0834,89.532196,.00094243739,87.236496,.00066509499,36.731155,.0005568171,135.44614,.0010158723
IL,2015,3,71607,70,83,52,47,2015.1666,147.57037,.00081277476,109.6237,.000628201,99.082962,.00057128526,174.97629,.00094397966
IL,2015,4,78544,37,56,43,20,2015.25,71.112396,.00087110733,82.644135,.00068776711,38.439133,.00048081836,107.62957,.00097315933
IL,2015,5,72056,37,52,33,27,2015.3334,77.515434,.00083972292,69.135384,.00062175852,56.565315,.00058561016,108.94061,.00097423582
IL,2015,6,70440,13,31,13,20,2015.4166,27.859966,.00086874538,27.859966,.00068344316,42.861488,.00060447335,66.43531,.0010856697
IL,2015,7,65955,13,69,46,44,2015.5,29.754471,.00093154231,105.28505,.00080154545,100.70744,.00069552817,157.92757,.0012808249
IL,2015,8,63676,46,78,69,30,2015.5834,109.05326,.00089440244,163.5799,.0007641493,71.121696,.00053948531,184.91641,.0010354859
IL,2015,9,66940,46,50,40,14,2015.6666,103.73581,.0010553686,90.205063,.00090818136,31.57177,.00052962813,112.75632,.00122547
IL,2015,10,71264,40,61,31,38,2015.75,84.731789,.00084138114,65.667137,.00076002954,80.495201,.00045280927,129.21599,.0010319257
IL,2015,11,62962,37,43,29,21,2015.8334,88.711479,.00076475972,69.530617,.00065592065,50.349758,.00043518373,103.09713,.00090626022
IL,2015,12,67911,44,79,36,54,2015.9166,97.806816,.00086657651,80.023766,.00074693485,120.03565,.00054534222,175.6077,.0010612224
IL,2016,1,62598,30,47,20,35,2016,72.346474,.0011175139,48.230988,.0007523871,84.404228,.00077453692,113.34282,.0012911606
IL,2016,2,53519,38,50,26,32,2016.0834,107.18456,.0010786338,73.3368,.00070465868,90.260681,.00064089557,141.0323,.0011114388
IL,2016,3,58904,48,58,37,30,2016.1666,123.01358,.00074145879,94.822968,.00051343377,76.883492,.00055657123,148.6414,.00085536664
IL,2016,4,54086,32,31,22,22,2016.25,89.314445,.00085719983,61.403683,.00062264036,61.403683,.00064791535,86.523369,.0010272054
IL,2016,5,55366,33,38,14,27,2016.3334,89.976143,.00092126697,38.1717,.0007065286,73.616844,.00064789259,103.60889,.0011240043
IL,2016,6,53278,78,110,60,80,2016.4166,221.00562,.0016926853,170.00432,.0012436758,226.67242,.0015633731,311.67456,.0022573327
IL,2016,7,49088,35,48,25,28,2016.5,107.63396,.0010913467,76.881401,.00092010607,86.107162,.00085297268,147.61229,.0014638074
IL,2016,8,51033,27,40,21,20,2016.5834,79.867355,.00095815206,62.119049,.00085819676,59.160999,.00058660452,118.322,.0012078595
IL,2016,9,52514,17,25,17,12,2016.6666,48.868656,.00069373939,48.868656,.00060476147,34.495522,.00049225858,71.865677,.00093438936
IL,2016,10,52974,42,53,43,27,2016.75,119.68594,.00088655553,122.5356,.00076234841,76.940956,.00066352816,151.03226,.0011320541
IL,2016,11,50753,53,69,45,29,2016.8334,157.64157,.0018059908,133.84662,.0017345647,86.256706,.00077960518,205.23149,.0021026696
IL,2016,12,53929,69,89,41,63,2016.9166,193.14494,.0015937363,114.76728,.0014002952,176.34972,.00081811496,249.12898,.001822965
IL,2017,1,48964,76,94,65,48,2017,234.31134,.0016892108,200.39786,.0013070027,147.98611,.00091936724,289.80612,.0018633206
IL,2017,2,49179,38,41,29,14,2017.0834,116.64349,.001671922,89.017403,.0013498162,42.973915,.00077663129,125.85219,.0018046921
IL,2017,3,58528,50,63,33,42,2017.1666,128.96234,.0014422081,85.11515,.0011154758,108.32837,.00074408477,162.49255,.0015577083
IL,2017,4,55753,39,57,30,32,2017.25,105.59734,.0012682487,81.228722,.0010122834,86.643967,.00081171957,154.33456,.0015572201
IL,2017,5,55998,43,63,37,30,2017.3334,115.91844,.0012428662,99.743774,.00096020539,80.873329,.0007268507,169.834,.0014322301
IL,2017,6,50390,30,54,29,33,2017.4166,89.873878,.0012138102,86.878082,.00085407915,98.861267,.00073586201,161.77299,.0013643972
IL,2017,7,46791,40,49,29,26,2017.5,129.04889,.0013184983,93.56044,.0010416295,83.881783,.00070681854,158.08488,.0014551845
IL,2017,8,52316,25,42,21,29,2017.5834,72.137665,.00097721466,60.595638,.00087638147,83.679688,.0005676552,121.19128,.0012194912
IL,2017,9,51244,24,34,25,17,2017.6666,70.700882,.0010689804,73.646751,.00095414557,50.079788,.00064528396,100.15958,.0012243586
IL,2017,10,51363,22,39,30,16,2017.75,64.658989,.00082118571,88.171349,.00068828306,47.024719,.00059530122,114.62275,.0010329785
IL,2017,11,48888,51,50,42,17,2017.8334,157.47968,.0011289645,129.68915,.00089216337,52.493221,.00061075069,154.39183,.0012277032
IL,2017,12,46930,26,33,26,14,2017.9166,83.633331,.0010945724,83.633331,.00087325578,45.033333,.00057611527,106.15,.0012043769
IL,2018,1,48354,32,42,30,18,2018,99.902,.0014347679,93.658127,.0011613171,56.194874,.00074386754,131.12137,.0015601625
IL,2018,2,44842,28,41,19,30,2018.0834,94.260483,.0010968501,63.962471,.00085711811,100.99337,.00068330608,138.02428,.0011858142
IL,2018,3,51652,22,29,22,10,2018.1666,64.297211,.0010267195,64.297211,.00080330402,29.226006,.00059299287,84.755409,.0011581953
IL,2018,4,48553,42,57,48,16,2018.25,130.58395,.001263314,149.23882,.0011829194,49.746269,.00071567862,177.22108,.0015509725
IL,2018,5,51263,25,41,32,17,2018.3334,73.619453,.0011490869,94.232895,.0010980603,50.061226,.00068339147,120.7359,.0014555969
IL,2018,6,42271,64,85,45,64,2018.4166,228.55676,.0012719329,160.70398,.0011771637,228.55676,.0007013221,303.55194,.0015782646
IL,2018,7,41601,46,56,51,9,2018.5,166.92088,.0012479294,185.06445,.0011118754,32.658432,.00057751453,203.20804,.0014039631
IL,2018,8,46629,34,51,39,18,2018.5834,110.07265,.0010374727,126.2598,.00094819622,58.273758,.00064701971,165.10898,.001308466
IL,2018,9,44654,33,54,41,25,2018.6666,111.56042,.00093969342,138.60538,.00075835438,84.515472,.00058950554,182.55342,.0010694308
IL,2018,10,47993,102,100,72,59,2018.75,320.83289,.0011310066,226.47026,.00077519385,185.5798,.00074635277,314.54205,.0012530804
IL,2018,11,44874,67,83,65,25,2018.8334,225.39102,.00096110301,218.66293,.00082745939,84.101128,.00066122646,279.21576,.0012528809
IL,2018,12,42346,29,44,30,17,2018.9166,103.38135,.0016538919,106.94623,.0014375418,60.602863,.00070789194,156.85446,.0018979937
IL,2019,1,43506,50,66,46,30,2019,173.4912,.0018742851,159.61189,.001591075,104.09473,.00097222219,229.00839,.0022374026
IL,2019,2,41199,34,34,15,23,2019.0834,124.58015,.0011479808,54.96183,.00089124404,84.274803,.0007518187,124.58015,.0013810138
IL,2019,3,44731,36,66,38,36,2019.1666,121.49278,.0013724868,128.24239,.00082789065,121.49278,.00092429109,222.73677,.0014839243
IL,2019,4,43787,22,31,21,17,2019.25,75.846245,.0010208082,72.398689,.00078589056,58.608463,.0007954844,106.87425,.0012691307
IL,2019,5,44123,31,24,21,8,2019.3334,106.0604,.0010946159,71.847366,.00092003442,27.370426,.00069731392,82.111275,.0013462779
IL,2019,6,37664,59,69,35,37,2019.4166,236.47333,.0017153622,140.28079,.0012320695,148.29684,.00079864776,276.55356,.0017098595
IL,2019,7,38342,36,37,34,12,2019.5,141.73737,.0014053553,133.86307,.001067164,47.245789,.00081209384,145.6745,.001546901
IL,2019,8,41133,78,100,90,25,2019.5834,286.2601,.0019739571,330.30011,.0018084494,91.750031,.00078592333,367.00012,.0022951115
IL,2019,9,40609,35,32,29,7,2019.6666,130.10751,.0014460852,107.80336,.0012036492,26.021502,.00066694862,118.95544,.0015821257
IL,2019,10,43474,51,68,43,30,2019.75,177.09128,.0010775343,149.31226,.00095110328,104.17135,.00064771943,236.1217,.0013588585
IL,2019,11,38047,25,36,27,16,2019.8334,99.191895,.00090778957,107.12725,.00094794482,63.482815,.00057560438,142.83633,.0012489387
IL,2019,12,35725,51,58,48,31,2019.9166,215.50362,.001424562,202.82693,.0011813689,130.99239,.00089352072,245.08253,.001722795
IL,2020,1,37868,32,36,30,22,2020,127.56579,.0012844494,119.59293,.0010550431,87.701485,.00070251076,143.51151,.0015121051
IL,2020,2,37073,41,92,77,21,2020.0834,166.94858,.0012383052,313.53757,.0010314026,85.510254,.00078875368,374.61633,.0015179527
IL,2020,3,38410,134,245,156,183,2020.1666,526.64392,.0040021716,613.10785,.0037457426,719.22266,.0037237455,962.8938,.0059910016
IL,2020,4,33061,144,261,173,135,2020.25,657.51117,.0058988528,789.92651,.0059776646,616.41669,.0061917063,1191.739,.0096320212
